# CU-Multi Reference Solution: LIO-SAM2 + RTK GPS
#
# timestamp, x, y, z, qx, qy, qz, qw
1722894200.490348032,477147.14065171604,4428491.444215565,1630.5670924611454,0.0015478917724112123,-0.00011508814797836392,0.9999790936114324,0.006277190919291599
1722894200.540377856,477147.14065171604,4428491.444215564,1630.5670945108056,0.0015480096497317282,-0.00011509691948254513,0.999979093427958,0.006277190918150943
1722894200.590398976,477147.1406519378,4428491.444216274,1630.5670965167328,0.001546105263410158,-0.00012170193308434779,0.999979095194197,0.006277254316108293
1722894200.640429312,477147.1406519378,4428491.444216275,1630.567098566393,0.0015462231407767694,-0.00012171070440550345,0.9999790950107202,0.006277254339629125
1722894200.690453248,477147.14065193787,4428491.444216275,1630.567100616053,0.001546341018143359,-0.00012171947572674084,0.9999790948272295,0.006277254363149881
1722894200.740469760,477147.14491071063,4428491.44374323,1630.5657756753778,0.0015816091103427203,-0.00012824025313248706,0.999978502968322,0.006362049064052493
1722894200.790472192,477147.1449107106,4428491.44374323,1630.5657796430198,0.0015818482648843311,-0.0001282588746829402,0.9999785025874188,0.006362049100069725
1722894200.840473344,477147.1449097875,4428491.44374289,1630.5657824319233,0.0015820274377351276,-0.00012829112143385632,0.9999785030259432,0.0063619349704585135
1722894200.890471680,477147.14318473917,4428491.441993815,1630.565711721464,0.0015557624501706922,-0.0001383495351772452,0.999978072805199,0.00643539986364684
1722894200.940464640,477147.14318546874,4428491.441993098,1630.5657118626825,0.0015557318292165787,-0.00013833238130167184,0.9999780733634852,0.0064353208839993655
1722894200.990452736,477147.1431861984,4428491.441992382,1630.5657120039011,0.0015557012082650216,-0.0001383152274215393,0.9999780739217641,0.006435241904352709
1722894201.040436992,477147.143186928,4428491.4419916645,1630.5657140567341,0.0015557890592366608,-0.00013830861391541532,0.999978074294271,0.006435162923521865
1722894201.090419200,477147.1404256089,4428491.4448354775,1630.5655634837328,0.0015515187664189441,-0.00014307509077121847,0.9999783605558515,0.006391458289570363
1722894201.140398336,477147.1404263384,4428491.44483476,1630.5655655365663,0.001551606084722273,-0.00014306793891015446,0.9999783609269067,0.006391379198585904
1722894201.190375680,477147.1404270681,4428491.444834043,1630.5655675893993,0.0015516934030266132,-0.000143060787062219,0.9999783612979477,0.006391300107602243
1722894201.240356608,477147.1404277977,4428491.444833326,1630.5655696422323,0.0015517807213319612,-0.0001430536352273216,0.9999783616689749,0.006391221016618888
1722894201.290335232,477147.14124288573,4428491.448813188,1630.5657356255713,0.0015171468452946498,-0.0001089800069024995,0.9999793085334836,0.006250511475390155
1722894201.340311296,477147.1412426152,4428491.448812142,1630.565738354679,0.0015172914015224997,-0.00010899682231708057,0.9999793093456273,0.006250346161454316
1722894201.390279168,477147.1412423446,4428491.448811097,1630.5657410837873,0.0015174359577450518,-0.00010901363777660636,0.9999793101577225,0.00625018084751865
1722894201.440241408,477147.1412436442,4428491.448809651,1630.5657411576065,0.0015173718890262112,-0.00010898048259745556,0.9999793113940776,0.006249999170506458
1722894201.490201600,477147.1418420659,4428491.445341471,1630.565371432624,0.0015546035319740229,-0.00013456808925158188,0.9999788309960068,0.006316855162789235
1722894201.540168960,477147.14184336556,4428491.445340025,1630.5653733840006,0.0015546578963903906,-0.00013454526671740892,0.9999788320272648,0.006316679015431986
1722894201.590137600,477147.1418446653,4428491.44533858,1630.5653753353768,0.0015547122608142645,-0.00013452244420181025,0.9999788330584881,0.006316502868081503
1722894201.640104448,477147.1418459649,4428491.445337133,1630.5653772867531,0.001554766625245657,-0.0001344996217044449,0.9999788340896771,0.006316326720733941
1722894201.690074112,477147.1398332341,4428491.4460321795,1630.5653249340442,0.0015759955803120967,-0.00014706277018591816,0.9999787907070224,0.006317653567077471
1722894201.740053760,477147.13983453374,4428491.446030732,1630.5653268854198,0.0015760495750179926,-0.0001470398270476095,0.9999787917185662,0.0063174805186050915
1722894201.790042624,477147.1398358334,4428491.446029287,1630.565330709899,0.0015762235911921559,-0.00014702808882115445,0.9999787925392593,0.006317307468939652
1722894201.840038656,477147.1398360402,4428491.446027465,1630.565333269118,0.0015763352974173732,-0.00014703075079266573,0.9999787941179642,0.006317029631927005
1722894201.890042368,477147.1474830985,4428491.44415672,1630.5661156657275,0.0015630374319405595,-0.00015072998077990496,0.999979039673607,0.006281274385843309
1722894201.940052224,477147.1474848141,4428491.444154483,1630.5661155686796,0.0015629414964246115,-0.00015068224239937818,0.9999790420025663,0.006280928623257118
1722894201.990072064,477147.1474865297,4428491.444152248,1630.5661154716322,0.0015628455609398612,-0.00015063450395639714,0.9999790443313946,0.0062805828606746425
1722894202.040093952,477147.1438863828,4428491.444295477,1630.5642673796651,0.0015512448889924244,-0.00012119268257459266,0.9999788977813773,0.006307372160430787
1722894202.090110976,477147.1438880984,4428491.44429324,1630.564269234579,0.001551267647088565,-0.00012115677259585337,0.999978899856654,0.006307038227223671
